Crystallize 1.4 log for model PM3_150728_2021_t20
Run began at: Fri Sep  4 14:12:51 2015

**** WARNING ****: max courant = 1.15152.  Instability possible.

Random seed used = -1441393971

Time = 250000.000000, delC = 6.94154e-09, NuclRate = 0
Uncompensated deficit of 1.17426e-10 g at index (103,128,47) at time 12.810 m.y.
Uncompensated deficit of 1.90567e-10 g at index (101,127,47) at time 12.810 m.y.
Uncompensated deficit of 1.17087e-10 g at index (99,126,47) at time 12.814 m.y.
Uncompensated deficit of 4.80467e-11 g at index (100,130,51) at time 12.814 m.y.
Uncompensated deficit of 2.72379e-10 g at index (37,98,72) at time 12.816 m.y.
Uncompensated deficit of 1.72519e-10 g at index (98,129,52) at time 12.817 m.y.
Uncompensated deficit of 4.75634e-11 g at index (81,30,86) at time 12.818 m.y.
Uncompensated deficit of 1.35901e-10 g at index (48,79,71) at time 12.829 m.y.
Uncompensated deficit of 6.74494e-11 g at index (72,116,51) at time 12.830 m.y.
Uncompensated deficit of 8.28792e-11 g at index (46,81,72) at time 12.832 m.y.
Uncompensated deficit of 8.47152e-11 g at index (74,116,52) at time 12.838 m.y.
Uncompensated deficit of 2.94997e-11 g at index (117,126,42) at time 12.841 m.y.
Uncompensated deficit of 1.83293e-11 g at index (44,81,71) at time 12.843 m.y.
Uncompensated deficit of 1.50363e-10 g at index (26,136,53) at time 12.844 m.y.
Uncompensated deficit of 1.98115e-10 g at index (98,125,47) at time 12.845 m.y.
Uncompensated deficit of 1.52351e-10 g at index (101,126,46) at time 12.845 m.y.
Uncompensated deficit of 1.82989e-10 g at index (37,78,79) at time 12.850 m.y.
Uncompensated deficit of 2.84682e-11 g at index (72,117,52) at time 12.855 m.y.
Uncompensated deficit of 5.24692e-11 g at index (48,80,73) at time 12.857 m.y.
Uncompensated deficit of 1.09299e-10 g at index (45,78,68) at time 12.871 m.y.
Uncompensated deficit of 1.06854e-10 g at index (30,104,44) at time 12.872 m.y.
Uncompensated deficit of 3.87055e-10 g at index (43,79,68) at time 12.873 m.y.
Uncompensated deficit of 1.68047e-10 g at index (72,118,53) at time 12.878 m.y.
Uncompensated deficit of 1.49284e-10 g at index (49,79,73) at time 12.879 m.y.
Uncompensated deficit of 1.43127e-10 g at index (42,80,69) at time 12.881 m.y.
Uncompensated deficit of 3.61399e-11 g at index (123,15,104) at time 12.887 m.y.
Uncompensated deficit of 1.6038e-11 g at index (4,39,36) at time 12.892 m.y.
Uncompensated deficit of 9.57459e-11 g at index (29,105,45) at time 12.894 m.y.
Uncompensated deficit of 1.40959e-11 g at index (112,10,85) at time 12.894 m.y.
Uncompensated deficit of 1.19266e-10 g at index (124,127,32) at time 12.895 m.y.
Uncompensated deficit of 7.21035e-11 g at index (129,38,63) at time 12.897 m.y.
Uncompensated deficit of 3.73252e-11 g at index (4,38,35) at time 12.897 m.y.
Uncompensated deficit of 1.22476e-10 g at index (129,39,64) at time 12.899 m.y.
Uncompensated deficit of 5.25805e-11 g at index (72,119,54) at time 12.901 m.y.
Uncompensated deficit of 8.52162e-11 g at index (27,105,44) at time 12.912 m.y.
Uncompensated deficit of 6.74044e-11 g at index (8,39,35) at time 12.912 m.y.
Uncompensated deficit of 7.19216e-11 g at index (119,122,46) at time 12.919 m.y.
Uncompensated deficit of 1.12876e-11 g at index (66,26,74) at time 12.919 m.y.
Uncompensated deficit of 9.89862e-11 g at index (5,40,37) at time 12.920 m.y.
Uncompensated deficit of 6.67514e-11 g at index (51,78,75) at time 12.920 m.y.
Uncompensated deficit of 2.13845e-11 g at index (50,78,74) at time 12.920 m.y.
Uncompensated deficit of 1.52709e-10 g at index (120,125,44) at time 12.921 m.y.
Uncompensated deficit of 5.9776e-11 g at index (67,26,75) at time 12.923 m.y.
Uncompensated deficit of 1.80972e-11 g at index (75,118,55) at time 12.924 m.y.
Uncompensated deficit of 3.4895e-11 g at index (72,120,55) at time 12.925 m.y.
Uncompensated deficit of 6.62251e-12 g at index (8,38,34) at time 12.926 m.y.
Uncompensated deficit of 2.71364e-12 g at index (71,120,54) at time 12.928 m.y.
Uncompensated deficit of 1.52526e-11 g at index (74,120,56) at time 12.930 m.y.
Uncompensated deficit of 2.02237e-11 g at index (4,37,34) at time 12.931 m.y.
Uncompensated deficit of 6.01789e-11 g at index (75,119,56) at time 12.940 m.y.
Uncompensated deficit of 3.4867e-11 g at index (70,40,31) at time 12.942 m.y.
Uncompensated deficit of 1.20972e-10 g at index (74,121,57) at time 12.944 m.y.
Uncompensated deficit of 1.5674e-10 g at index (75,120,57) at time 12.949 m.y.
Uncompensated deficit of 1.34509e-10 g at index (76,62,57) at time 12.952 m.y.
Uncompensated deficit of 1.09946e-10 g at index (75,121,58) at time 12.955 m.y.
Uncompensated deficit of 9.78009e-11 g at index (74,122,58) at time 12.957 m.y.
Uncompensated deficit of 4.10326e-10 g at index (93,66,59) at time 12.963 m.y.
Uncompensated deficit of 3.8211e-11 g at index (75,122,59) at time 12.963 m.y.
Uncompensated deficit of 8.47474e-11 g at index (75,61,57) at time 12.963 m.y.
Uncompensated deficit of 9.46658e-11 g at index (94,66,60) at time 12.964 m.y.
Uncompensated deficit of 5.09723e-10 g at index (95,67,60) at time 12.967 m.y.
Uncompensated deficit of 1.09729e-10 g at index (8,37,33) at time 12.967 m.y.
Uncompensated deficit of 1.38253e-12 g at index (76,119,57) at time 12.969 m.y.
Uncompensated deficit of 4.23661e-10 g at index (91,64,58) at time 12.969 m.y.
Uncompensated deficit of 3.4751e-11 g at index (5,41,38) at time 12.972 m.y.
Uncompensated deficit of 1.43635e-10 g at index (76,120,58) at time 12.972 m.y.
Uncompensated deficit of 8.92045e-11 g at index (96,67,61) at time 12.974 m.y.
Uncompensated deficit of 1.38511e-11 g at index (74,123,59) at time 12.974 m.y.
Uncompensated deficit of 4.47787e-10 g at index (97,68,61) at time 12.977 m.y.
Uncompensated deficit of 1.64677e-10 g at index (73,123,58) at time 12.979 m.y.
Uncompensated deficit of 2.26607e-10 g at index (89,63,57) at time 12.987 m.y.
Uncompensated deficit of 7.42744e-11 g at index (67,24,74) at time 12.993 m.y.
Uncompensated deficit of 2.90787e-10 g at index (98,68,62) at time 12.994 m.y.
Time = 13000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 1.14119e-10 g at index (77,119,58) at time 13.002 m.y.
Uncompensated deficit of 2.60304e-11 g at index (74,124,60) at time 13.005 m.y.
Uncompensated deficit of 8.07883e-11 g at index (68,42,29) at time 13.007 m.y.
Uncompensated deficit of 1.33763e-10 g at index (73,124,59) at time 13.007 m.y.
Uncompensated deficit of 2.27337e-10 g at index (4,23,110) at time 13.009 m.y.
Uncompensated deficit of 2.71838e-10 g at index (5,22,108) at time 13.017 m.y.
Uncompensated deficit of 7.66594e-12 g at index (70,76,15) at time 13.018 m.y.
Uncompensated deficit of 1.10187e-10 g at index (72,124,58) at time 13.021 m.y.
Uncompensated deficit of 2.63049e-10 g at index (6,23,109) at time 13.025 m.y.
Uncompensated deficit of 5.60777e-11 g at index (69,77,15) at time 13.026 m.y.
Uncompensated deficit of 9.64538e-11 g at index (71,31,71) at time 13.031 m.y.
Uncompensated deficit of 4.23494e-12 g at index (70,77,13) at time 13.036 m.y.
Uncompensated deficit of 5.92504e-11 g at index (5,42,39) at time 13.044 m.y.
Uncompensated deficit of 6.7914e-11 g at index (71,75,15) at time 13.047 m.y.
Uncompensated deficit of 1.40089e-10 g at index (73,125,60) at time 13.049 m.y.
Uncompensated deficit of 7.87324e-11 g at index (95,41,25) at time 13.052 m.y.
Uncompensated deficit of 2.37932e-11 g at index (74,125,61) at time 13.053 m.y.
Uncompensated deficit of 3.40632e-10 g at index (15,31,100) at time 13.056 m.y.
Uncompensated deficit of 9.27581e-11 g at index (134,38,59) at time 13.057 m.y.
Uncompensated deficit of 1.33681e-10 g at index (19,71,85) at time 13.058 m.y.
Uncompensated deficit of 8.5029e-11 g at index (70,31,70) at time 13.061 m.y.
Uncompensated deficit of 2.97152e-11 g at index (68,77,16) at time 13.062 m.y.
Uncompensated deficit of 7.60821e-11 g at index (97,40,26) at time 13.063 m.y.
Uncompensated deficit of 1.13951e-10 g at index (69,78,13) at time 13.066 m.y.
Uncompensated deficit of 5.20019e-11 g at index (135,39,60) at time 13.070 m.y.
Uncompensated deficit of 1.79025e-10 g at index (92,89,113) at time 13.076 m.y.
Uncompensated deficit of 3.06004e-11 g at index (94,42,24) at time 13.077 m.y.
Uncompensated deficit of 2.16755e-10 g at index (91,90,113) at time 13.087 m.y.
Uncompensated deficit of 8.08746e-11 g at index (91,91,112) at time 13.087 m.y.
Uncompensated deficit of 1.07267e-10 g at index (72,74,15) at time 13.108 m.y.
Uncompensated deficit of 5.41877e-11 g at index (18,70,86) at time 13.112 m.y.
Uncompensated deficit of 2.47736e-11 g at index (95,43,22) at time 13.124 m.y.
Uncompensated deficit of 8.02429e-11 g at index (93,43,23) at time 13.127 m.y.
Uncompensated deficit of 2.67307e-10 g at index (113,125,33) at time 13.128 m.y.
Uncompensated deficit of 1.72835e-10 g at index (82,121,36) at time 13.129 m.y.
Uncompensated deficit of 2.21883e-10 g at index (83,122,36) at time 13.135 m.y.
Uncompensated deficit of 2.40781e-10 g at index (84,120,37) at time 13.137 m.y.
Uncompensated deficit of 1.60174e-10 g at index (119,131,33) at time 13.139 m.y.
Uncompensated deficit of 7.98174e-11 g at index (118,46,65) at time 13.140 m.y.
Uncompensated deficit of 4.59503e-11 g at index (117,46,66) at time 13.146 m.y.
Uncompensated deficit of 3.68996e-11 g at index (119,47,65) at time 13.155 m.y.
Uncompensated deficit of 2.28862e-11 g at index (27,132,13) at time 13.158 m.y.
Uncompensated deficit of 6.28032e-11 g at index (60,27,38) at time 13.159 m.y.
Uncompensated deficit of 9.3727e-12 g at index (118,48,66) at time 13.161 m.y.
Uncompensated deficit of 2.03225e-11 g at index (119,45,64) at time 13.168 m.y.
Uncompensated deficit of 1.8223e-11 g at index (28,132,12) at time 13.170 m.y.
Uncompensated deficit of 5.92657e-11 g at index (59,26,38) at time 13.172 m.y.
Uncompensated deficit of 1.60614e-11 g at index (61,25,39) at time 13.174 m.y.
Uncompensated deficit of 1.4712e-10 g at index (65,33,37) at time 13.175 m.y.
Uncompensated deficit of 5.85031e-11 g at index (26,133,14) at time 13.177 m.y.
Uncompensated deficit of 7.59607e-11 g at index (26,129,13) at time 13.177 m.y.
Uncompensated deficit of 3.45561e-11 g at index (116,45,66) at time 13.180 m.y.
Uncompensated deficit of 8.98703e-11 g at index (62,27,39) at time 13.186 m.y.
Uncompensated deficit of 1.13646e-10 g at index (118,44,64) at time 13.187 m.y.
Uncompensated deficit of 1.94854e-11 g at index (116,47,67) at time 13.191 m.y.
Uncompensated deficit of 8.94115e-11 g at index (117,48,67) at time 13.192 m.y.
Uncompensated deficit of 1.63477e-10 g at index (120,48,88) at time 13.195 m.y.
Uncompensated deficit of 1.59761e-10 g at index (119,49,87) at time 13.205 m.y.
Uncompensated deficit of 7.51882e-11 g at index (29,132,11) at time 13.207 m.y.
Uncompensated deficit of 3.17925e-11 g at index (119,49,66) at time 13.208 m.y.
Uncompensated deficit of 9.61825e-11 g at index (59,29,37) at time 13.214 m.y.
Uncompensated deficit of 6.33998e-11 g at index (58,28,37) at time 13.220 m.y.
Uncompensated deficit of 1.17974e-10 g at index (119,86,89) at time 13.220 m.y.
Uncompensated deficit of 2.24759e-11 g at index (122,47,90) at time 13.220 m.y.
Uncompensated deficit of 9.09179e-11 g at index (120,45,63) at time 13.221 m.y.
Uncompensated deficit of 8.7968e-11 g at index (60,30,37) at time 13.221 m.y.
Uncompensated deficit of 4.5715e-11 g at index (119,85,90) at time 13.222 m.y.
Uncompensated deficit of 1.24525e-10 g at index (120,85,89) at time 13.223 m.y.
Uncompensated deficit of 1.77669e-10 g at index (61,31,37) at time 13.227 m.y.
Uncompensated deficit of 3.16877e-11 g at index (63,30,38) at time 13.227 m.y.
Uncompensated deficit of 9.20911e-11 g at index (99,60,93) at time 13.230 m.y.
Uncompensated deficit of 1.22944e-10 g at index (98,60,94) at time 13.234 m.y.
Uncompensated deficit of 8.53603e-11 g at index (100,61,92) at time 13.237 m.y.
Uncompensated deficit of 2.86538e-11 g at index (121,46,63) at time 13.248 m.y.
Time = 13250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 1.13769e-11 g at index (63,25,40) at time 13.252 m.y.
Uncompensated deficit of 7.57234e-11 g at index (103,44,122) at time 13.253 m.y.
Uncompensated deficit of 1.37462e-10 g at index (101,61,91) at time 13.256 m.y.
Uncompensated deficit of 1.1798e-10 g at index (102,44,121) at time 13.259 m.y.
Uncompensated deficit of 6.42524e-11 g at index (64,26,40) at time 13.274 m.y.
Uncompensated deficit of 1.55375e-10 g at index (11,35,111) at time 13.279 m.y.
Uncompensated deficit of 2.67582e-10 g at index (102,63,90) at time 13.290 m.y.
Uncompensated deficit of 2.3272e-11 g at index (12,33,111) at time 13.292 m.y.
Uncompensated deficit of 1.26413e-10 g at index (89,115,50) at time 13.300 m.y.
Uncompensated deficit of 7.80582e-11 g at index (102,45,123) at time 13.301 m.y.
Uncompensated deficit of 8.1173e-11 g at index (101,45,122) at time 13.302 m.y.
Uncompensated deficit of 3.01669e-10 g at index (107,39,25) at time 13.303 m.y.
Uncompensated deficit of 8.74106e-11 g at index (120,126,18) at time 13.304 m.y.
Uncompensated deficit of 3.52349e-11 g at index (103,45,124) at time 13.314 m.y.
Uncompensated deficit of 4.03603e-10 g at index (99,113,42) at time 13.317 m.y.
Uncompensated deficit of 2.82948e-11 g at index (123,124,19) at time 13.321 m.y.
Uncompensated deficit of 1.13878e-10 g at index (120,125,19) at time 13.322 m.y.
Uncompensated deficit of 8.45997e-11 g at index (100,46,123) at time 13.322 m.y.
Uncompensated deficit of 3.63298e-10 g at index (97,114,42) at time 13.323 m.y.
Uncompensated deficit of 4.76651e-10 g at index (14,32,112) at time 13.324 m.y.
Uncompensated deficit of 1.1913e-10 g at index (101,46,124) at time 13.325 m.y.
Uncompensated deficit of 9.16163e-12 g at index (99,47,124) at time 13.330 m.y.
Uncompensated deficit of 9.555e-11 g at index (99,46,122) at time 13.334 m.y.
Uncompensated deficit of 1.67803e-10 g at index (100,47,125) at time 13.337 m.y.
Uncompensated deficit of 3.28008e-10 g at index (117,44,121) at time 13.340 m.y.
Uncompensated deficit of 3.98803e-11 g at index (102,46,125) at time 13.342 m.y.
Uncompensated deficit of 5.06489e-11 g at index (99,48,125) at time 13.345 m.y.
Uncompensated deficit of 1.06202e-10 g at index (98,48,124) at time 13.349 m.y.
Uncompensated deficit of 5.98316e-11 g at index (92,116,44) at time 13.358 m.y.
Uncompensated deficit of 1.20343e-10 g at index (98,49,126) at time 13.368 m.y.
Uncompensated deficit of 1.81053e-10 g at index (97,48,123) at time 13.369 m.y.
Uncompensated deficit of 1.06348e-10 g at index (99,49,127) at time 13.380 m.y.
Uncompensated deficit of 8.70951e-11 g at index (11,79,20) at time 13.388 m.y.
Uncompensated deficit of 2.32926e-11 g at index (7,78,21) at time 13.391 m.y.
Uncompensated deficit of 3.1329e-11 g at index (97,50,126) at time 13.398 m.y.
Uncompensated deficit of 1.89286e-10 g at index (80,42,95) at time 13.406 m.y.
Uncompensated deficit of 2.79546e-10 g at index (81,42,97) at time 13.409 m.y.
Uncompensated deficit of 1.22385e-10 g at index (96,50,125) at time 13.411 m.y.
Uncompensated deficit of 1.39384e-10 g at index (79,42,93) at time 13.415 m.y.
Uncompensated deficit of 2.06506e-10 g at index (131,124,30) at time 13.415 m.y.
Uncompensated deficit of 1.59383e-10 g at index (64,32,69) at time 13.426 m.y.
Uncompensated deficit of 5.29095e-12 g at index (74,31,78) at time 13.429 m.y.
Uncompensated deficit of 2.92547e-10 g at index (73,32,78) at time 13.431 m.y.
Uncompensated deficit of 1.86445e-10 g at index (99,50,129) at time 13.433 m.y.
Uncompensated deficit of 4.58201e-11 g at index (64,31,68) at time 13.433 m.y.
Uncompensated deficit of 1.10041e-10 g at index (110,45,69) at time 13.441 m.y.
Uncompensated deficit of 1.76482e-10 g at index (97,51,128) at time 13.443 m.y.
Uncompensated deficit of 5.1399e-11 g at index (110,43,68) at time 13.446 m.y.
Uncompensated deficit of 5.67546e-11 g at index (117,126,20) at time 13.466 m.y.
Uncompensated deficit of 2.16891e-11 g at index (98,51,130) at time 13.467 m.y.
Uncompensated deficit of 2.81247e-10 g at index (111,47,70) at time 13.470 m.y.
Uncompensated deficit of 1.87705e-10 g at index (117,125,21) at time 13.470 m.y.
Uncompensated deficit of 7.95111e-12 g at index (133,112,107) at time 13.473 m.y.
Uncompensated deficit of 9.61693e-12 g at index (117,124,22) at time 13.477 m.y.
Uncompensated deficit of 6.46523e-11 g at index (110,41,67) at time 13.479 m.y.
Uncompensated deficit of 2.49779e-11 g at index (95,52,127) at time 13.496 m.y.
Uncompensated deficit of 5.00876e-12 g at index (133,125,29) at time 13.499 m.y.
Time = 13500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 1.32319e-10 g at index (97,52,131) at time 13.506 m.y.
Uncompensated deficit of 2.02845e-10 g at index (69,58,50) at time 13.527 m.y.
Uncompensated deficit of 1.07113e-10 g at index (15,81,20) at time 13.535 m.y.
Uncompensated deficit of 1.98323e-10 g at index (131,111,101) at time 13.563 m.y.
Uncompensated deficit of 2.68045e-10 g at index (96,54,136) at time 13.566 m.y.
Uncompensated deficit of 2.41869e-10 g at index (97,53,137) at time 13.567 m.y.
Uncompensated deficit of 7.86287e-11 g at index (16,81,21) at time 13.568 m.y.
Uncompensated deficit of 1.05734e-10 g at index (95,54,132) at time 13.569 m.y.
Uncompensated deficit of 2.54992e-11 g at index (99,52,138) at time 13.574 m.y.
Uncompensated deficit of 1.76991e-10 g at index (132,111,100) at time 13.587 m.y.
Uncompensated deficit of 1.65078e-10 g at index (69,59,48) at time 13.587 m.y.
Uncompensated deficit of 9.46461e-11 g at index (16,80,23) at time 13.588 m.y.
Uncompensated deficit of 4.90893e-11 g at index (16,82,20) at time 13.589 m.y.
Uncompensated deficit of 1.56366e-10 g at index (101,51,138) at time 13.590 m.y.
Uncompensated deficit of 6.31388e-11 g at index (17,82,21) at time 13.611 m.y.
Uncompensated deficit of 7.0668e-11 g at index (17,81,23) at time 13.612 m.y.
Uncompensated deficit of 1.30135e-10 g at index (18,82,23) at time 13.641 m.y.
Uncompensated deficit of 1.8139e-10 g at index (17,83,20) at time 13.642 m.y.
Uncompensated deficit of 2.1961e-10 g at index (131,132,42) at time 13.654 m.y.
Uncompensated deficit of 3.20065e-10 g at index (131,130,40) at time 13.662 m.y.
Uncompensated deficit of 5.25963e-12 g at index (131,131,41) at time 13.663 m.y.
Uncompensated deficit of 2.2202e-11 g at index (132,129,94) at time 13.664 m.y.
Uncompensated deficit of 1.63859e-11 g at index (132,128,95) at time 13.666 m.y.
Uncompensated deficit of 7.20788e-11 g at index (131,129,95) at time 13.669 m.y.
Uncompensated deficit of 1.22564e-10 g at index (133,128,36) at time 13.677 m.y.
Uncompensated deficit of 1.34817e-10 g at index (18,81,25) at time 13.678 m.y.
Uncompensated deficit of 1.30526e-10 g at index (19,83,24) at time 13.679 m.y.
Uncompensated deficit of 1.12434e-11 g at index (131,130,94) at time 13.686 m.y.
Uncompensated deficit of 8.17256e-11 g at index (131,128,96) at time 13.688 m.y.
Uncompensated deficit of 2.63658e-11 g at index (132,130,42) at time 13.689 m.y.
Uncompensated deficit of 1.46968e-10 g at index (19,84,22) at time 13.694 m.y.
Uncompensated deficit of 3.34019e-11 g at index (132,130,93) at time 13.699 m.y.
Uncompensated deficit of 8.89914e-11 g at index (130,130,95) at time 13.707 m.y.
Uncompensated deficit of 7.8535e-11 g at index (130,129,96) at time 13.708 m.y.
Uncompensated deficit of 2.35612e-10 g at index (21,43,119) at time 13.720 m.y.
Uncompensated deficit of 9.78919e-11 g at index (131,131,93) at time 13.736 m.y.
Uncompensated deficit of 5.1784e-11 g at index (130,131,94) at time 13.740 m.y.
Uncompensated deficit of 1.39755e-10 g at index (20,85,23) at time 13.746 m.y.
Time = 13750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 9.83186e-11 g at index (129,130,96) at time 13.758 m.y.
Uncompensated deficit of 8.65621e-11 g at index (18,127,18) at time 13.772 m.y.
Uncompensated deficit of 1.312e-10 g at index (17,126,16) at time 13.772 m.y.
Uncompensated deficit of 5.51289e-11 g at index (129,131,95) at time 13.773 m.y.
Uncompensated deficit of 1.79171e-10 g at index (17,127,17) at time 13.775 m.y.
Uncompensated deficit of 1.94757e-10 g at index (18,126,17) at time 13.775 m.y.
Uncompensated deficit of 3.54949e-11 g at index (125,73,70) at time 13.789 m.y.
Uncompensated deficit of 1.16613e-11 g at index (127,74,70) at time 13.794 m.y.
Uncompensated deficit of 1.67467e-11 g at index (125,74,71) at time 13.795 m.y.
Uncompensated deficit of 7.29679e-11 g at index (127,73,69) at time 13.798 m.y.
Uncompensated deficit of 8.6508e-11 g at index (125,72,69) at time 13.804 m.y.
Uncompensated deficit of 2.54408e-11 g at index (32,34,101) at time 13.806 m.y.
Uncompensated deficit of 4.48192e-10 g at index (32,35,99) at time 13.807 m.y.
Uncompensated deficit of 5.55983e-10 g at index (32,33,102) at time 13.812 m.y.
Uncompensated deficit of 2.13784e-11 g at index (127,75,71) at time 13.812 m.y.
Uncompensated deficit of 9.06344e-11 g at index (124,73,71) at time 13.812 m.y.
Uncompensated deficit of 4.23811e-11 g at index (124,72,70) at time 13.815 m.y.
Uncompensated deficit of 7.38942e-11 g at index (128,74,69) at time 13.821 m.y.
Uncompensated deficit of 1.80923e-11 g at index (127,72,68) at time 13.821 m.y.
Uncompensated deficit of 2.43915e-11 g at index (125,75,72) at time 13.823 m.y.
Uncompensated deficit of 8.89334e-11 g at index (124,74,72) at time 13.829 m.y.
Uncompensated deficit of 5.82062e-11 g at index (125,71,68) at time 13.834 m.y.
Uncompensated deficit of 1.22375e-10 g at index (124,71,69) at time 13.835 m.y.
Uncompensated deficit of 3.35182e-11 g at index (128,73,68) at time 13.835 m.y.
Uncompensated deficit of 6.34485e-11 g at index (128,131,96) at time 13.839 m.y.
Uncompensated deficit of 5.3119e-11 g at index (119,70,74) at time 13.844 m.y.
Uncompensated deficit of 1.37824e-10 g at index (119,69,73) at time 13.846 m.y.
Uncompensated deficit of 5.52233e-11 g at index (127,76,72) at time 13.850 m.y.
Uncompensated deficit of 8.46828e-11 g at index (89,51,115) at time 13.854 m.y.
Uncompensated deficit of 5.7597e-11 g at index (105,136,81) at time 13.857 m.y.
Uncompensated deficit of 1.15402e-10 g at index (127,71,67) at time 13.860 m.y.
Uncompensated deficit of 1.03414e-09 g at index (88,55,118) at time 13.863 m.y.
Uncompensated deficit of 6.75216e-11 g at index (86,63,122) at time 13.864 m.y.
Uncompensated deficit of 2.88578e-11 g at index (124,75,73) at time 13.864 m.y.
Uncompensated deficit of 1.04042e-11 g at index (124,70,68) at time 13.866 m.y.
Uncompensated deficit of 7.71785e-11 g at index (128,72,67) at time 13.866 m.y.
Uncompensated deficit of 8.15376e-10 g at index (85,67,123) at time 13.867 m.y.
Uncompensated deficit of 7.62298e-10 g at index (87,59,121) at time 13.868 m.y.
Uncompensated deficit of 5.09138e-11 g at index (125,76,73) at time 13.869 m.y.
Uncompensated deficit of 3.9321e-10 g at index (87,58,120) at time 13.869 m.y.
Uncompensated deficit of 5.04707e-11 g at index (85,69,124) at time 13.872 m.y.
Uncompensated deficit of 1.3813e-10 g at index (125,70,67) at time 13.873 m.y.
Uncompensated deficit of 7.32219e-11 g at index (130,75,69) at time 13.892 m.y.
Uncompensated deficit of 5.54643e-11 g at index (123,69,68) at time 13.895 m.y.
Uncompensated deficit of 1.30761e-10 g at index (106,137,79) at time 13.896 m.y.
Uncompensated deficit of 5.33808e-11 g at index (124,69,67) at time 13.898 m.y.
Uncompensated deficit of 1.20627e-10 g at index (127,77,73) at time 13.902 m.y.
Uncompensated deficit of 1.01997e-10 g at index (107,137,81) at time 13.906 m.y.
Uncompensated deficit of 2.80875e-11 g at index (128,71,66) at time 13.907 m.y.
Uncompensated deficit of 7.25886e-11 g at index (130,76,70) at time 13.907 m.y.
Uncompensated deficit of 9.20522e-11 g at index (124,76,74) at time 13.909 m.y.
Uncompensated deficit of 2.68021e-10 g at index (121,66,67) at time 13.913 m.y.
Uncompensated deficit of 2.02525e-11 g at index (121,68,69) at time 13.913 m.y.
Uncompensated deficit of 5.81812e-11 g at index (105,137,78) at time 13.915 m.y.
Uncompensated deficit of 2.59439e-10 g at index (122,68,68) at time 13.917 m.y.
Uncompensated deficit of 1.96668e-10 g at index (123,68,67) at time 13.918 m.y.
Uncompensated deficit of 2.74768e-10 g at index (120,67,69) at time 13.919 m.y.
Uncompensated deficit of 4.95679e-11 g at index (62,124,22) at time 13.919 m.y.
Uncompensated deficit of 1.02648e-10 g at index (62,122,21) at time 13.923 m.y.
Uncompensated deficit of 2.08628e-10 g at index (120,66,68) at time 13.925 m.y.
Uncompensated deficit of 1.64643e-11 g at index (122,67,67) at time 13.925 m.y.
Uncompensated deficit of 2.94425e-10 g at index (123,67,66) at time 13.926 m.y.
Uncompensated deficit of 4.96037e-10 g at index (121,67,68) at time 13.927 m.y.
Uncompensated deficit of 1.75332e-10 g at index (119,66,69) at time 13.932 m.y.
Uncompensated deficit of 2.97984e-11 g at index (128,70,65) at time 13.949 m.y.
Uncompensated deficit of 2.25891e-11 g at index (58,9,137) at time 13.962 m.y.
Uncompensated deficit of 2.13204e-11 g at index (124,77,75) at time 13.964 m.y.
Uncompensated deficit of 9.5061e-11 g at index (127,78,74) at time 13.964 m.y.
Uncompensated deficit of 1.64375e-10 g at index (126,67,64) at time 13.966 m.y.
Uncompensated deficit of 1.19668e-10 g at index (57,12,138) at time 13.977 m.y.
Time = 14000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 1.09142e-10 g at index (29,82,34) at time 14.004 m.y.
Uncompensated deficit of 5.79337e-11 g at index (32,83,34) at time 14.005 m.y.
Uncompensated deficit of 9.66998e-11 g at index (30,80,35) at time 14.023 m.y.
Uncompensated deficit of 1.42128e-11 g at index (29,84,33) at time 14.031 m.y.
Uncompensated deficit of 1.11341e-10 g at index (27,83,33) at time 14.041 m.y.
Uncompensated deficit of 3.35615e-10 g at index (21,59,99) at time 14.041 m.y.
Uncompensated deficit of 2.25729e-10 g at index (22,58,99) at time 14.042 m.y.
Uncompensated deficit of 1.54836e-10 g at index (21,58,100) at time 14.044 m.y.
Uncompensated deficit of 4.67116e-10 g at index (23,58,98) at time 14.044 m.y.
Uncompensated deficit of 2.06483e-10 g at index (20,59,100) at time 14.051 m.y.
Uncompensated deficit of 3.47457e-10 g at index (24,58,97) at time 14.053 m.y.
Uncompensated deficit of 7.81445e-11 g at index (23,84,30) at time 14.053 m.y.
Uncompensated deficit of 1.26409e-10 g at index (108,118,104) at time 14.054 m.y.
Uncompensated deficit of 1.01652e-10 g at index (109,119,104) at time 14.055 m.y.
Uncompensated deficit of 1.34528e-10 g at index (38,84,34) at time 14.056 m.y.
Uncompensated deficit of 3.97776e-11 g at index (26,82,33) at time 14.062 m.y.
Uncompensated deficit of 7.70912e-12 g at index (39,83,34) at time 14.064 m.y.
Uncompensated deficit of 3.77786e-11 g at index (41,84,33) at time 14.067 m.y.
Uncompensated deficit of 8.04495e-11 g at index (42,83,33) at time 14.067 m.y.
Uncompensated deficit of 5.6218e-12 g at index (108,121,103) at time 14.068 m.y.
Uncompensated deficit of 1.06943e-10 g at index (44,83,32) at time 14.071 m.y.
