Crystallize 1.4 log for model PM3_150728_2021
Run began at: Wed Jul 29 07:32:34 2015

**** WARNING ****: max courant = 1.15152.  Instability possible.

Random seed used = -1438173154

Time = 250000.000000, delC = 6.94154e-09, NuclRate = 0
Uncompensated deficit of 1.26334e-08 g at index (17,123,104) at time 12.358 m.y.
Uncompensated deficit of 1.18183e-09 g at index (47,96,58) at time 12.364 m.y.
Uncompensated deficit of 3.09547e-09 g at index (80,44,83) at time 12.364 m.y.
Uncompensated deficit of 6.75417e-09 g at index (66,75,115) at time 12.364 m.y.
Uncompensated deficit of 3.50613e-09 g at index (95,16,21) at time 12.376 m.y.
Uncompensated deficit of 1.28397e-09 g at index (96,16,24) at time 12.376 m.y.
Uncompensated deficit of 7.99617e-09 g at index (23,119,103) at time 12.376 m.y.
Uncompensated deficit of 1.01423e-08 g at index (23,118,104) at time 12.376 m.y.
Uncompensated deficit of 4.20329e-09 g at index (89,77,29) at time 12.380 m.y.
Uncompensated deficit of 2.76417e-10 g at index (65,75,114) at time 12.380 m.y.
Uncompensated deficit of 4.44581e-09 g at index (67,75,116) at time 12.380 m.y.
Uncompensated deficit of 2.77719e-09 g at index (97,13,21) at time 12.382 m.y.
Uncompensated deficit of 7.64297e-10 g at index (44,73,46) at time 12.382 m.y.
Uncompensated deficit of 7.1212e-11 g at index (21,123,101) at time 12.382 m.y.
Uncompensated deficit of 1.72473e-09 g at index (22,116,107) at time 12.382 m.y.
Uncompensated deficit of 5.0285e-09 g at index (96,14,20) at time 12.386 m.y.
Uncompensated deficit of 4.01046e-09 g at index (44,95,60) at time 12.388 m.y.
Uncompensated deficit of 2.39343e-09 g at index (23,120,102) at time 12.388 m.y.
Uncompensated deficit of 1.25551e-08 g at index (53,69,46) at time 12.390 m.y.
Uncompensated deficit of 1.10108e-08 g at index (22,122,101) at time 12.390 m.y.
Uncompensated deficit of 1.5473e-09 g at index (35,114,109) at time 12.390 m.y.
Uncompensated deficit of 2.86525e-09 g at index (98,13,24) at time 12.392 m.y.
Uncompensated deficit of 2.03254e-09 g at index (20,124,101) at time 12.392 m.y.
Uncompensated deficit of 2.69101e-09 g at index (95,17,23) at time 12.394 m.y.
Uncompensated deficit of 8.60706e-09 g at index (21,125,99) at time 12.394 m.y.
Uncompensated deficit of 9.56165e-09 g at index (81,43,84) at time 12.396 m.y.
Uncompensated deficit of 1.34998e-08 g at index (51,71,45) at time 12.404 m.y.
Uncompensated deficit of 7.62141e-09 g at index (52,71,46) at time 12.404 m.y.
Uncompensated deficit of 1.79146e-09 g at index (31,113,114) at time 12.404 m.y.
Uncompensated deficit of 4.88222e-09 g at index (21,124,100) at time 12.408 m.y.
Uncompensated deficit of 6.20326e-09 g at index (30,113,113) at time 12.408 m.y.
Uncompensated deficit of 2.77433e-09 g at index (23,121,101) at time 12.410 m.y.
Uncompensated deficit of 1.65717e-08 g at index (20,125,100) at time 12.412 m.y.
Uncompensated deficit of 3.35659e-09 g at index (22,123,100) at time 12.414 m.y.
Uncompensated deficit of 6.74398e-09 g at index (95,15,19) at time 12.422 m.y.
Uncompensated deficit of 5.59753e-10 g at index (54,69,47) at time 12.422 m.y.
Uncompensated deficit of 1.79053e-08 g at index (19,126,100) at time 12.422 m.y.
Uncompensated deficit of 7.5268e-09 g at index (52,72,47) at time 12.434 m.y.
Uncompensated deficit of 4.9697e-09 g at index (64,75,113) at time 12.434 m.y.
Uncompensated deficit of 1.89252e-08 g at index (18,127,100) at time 12.438 m.y.
Uncompensated deficit of 6.26946e-09 g at index (94,17,20) at time 12.440 m.y.
Uncompensated deficit of 1.15173e-08 g at index (54,70,48) at time 12.444 m.y.
Uncompensated deficit of 5.1543e-09 g at index (94,18,22) at time 12.448 m.y.
Uncompensated deficit of 1.22323e-08 g at index (68,18,37) at time 12.448 m.y.
Uncompensated deficit of 6.03099e-09 g at index (90,76,30) at time 12.452 m.y.
Uncompensated deficit of 7.69066e-10 g at index (99,11,23) at time 12.458 m.y.
Uncompensated deficit of 2.89417e-11 g at index (99,12,26) at time 12.460 m.y.
Uncompensated deficit of 1.49694e-09 g at index (103,94,36) at time 12.472 m.y.
Uncompensated deficit of 9.82717e-09 g at index (24,114,109) at time 12.474 m.y.
Uncompensated deficit of 3.65941e-09 g at index (54,71,49) at time 12.476 m.y.
Uncompensated deficit of 6.66225e-09 g at index (53,109,107) at time 12.476 m.y.
Uncompensated deficit of 3.73256e-09 g at index (67,16,37) at time 12.478 m.y.
Uncompensated deficit of 1.00265e-08 g at index (12,111,40) at time 12.480 m.y.
Uncompensated deficit of 6.45366e-09 g at index (103,93,37) at time 12.484 m.y.
Uncompensated deficit of 1.11319e-08 g at index (36,80,41) at time 12.484 m.y.
Uncompensated deficit of 1.26625e-09 g at index (37,81,40) at time 12.486 m.y.
Uncompensated deficit of 1.44531e-08 g at index (54,108,107) at time 12.486 m.y.
Uncompensated deficit of 8.95814e-10 g at index (37,80,39) at time 12.490 m.y.
Uncompensated deficit of 9.80781e-09 g at index (52,110,108) at time 12.490 m.y.
Uncompensated deficit of 4.54141e-09 g at index (47,76,42) at time 12.498 m.y.
Uncompensated deficit of 2.34585e-09 g at index (26,114,108) at time 12.498 m.y.
Time = 12500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 3.19625e-09 g at index (74,45,50) at time 12.500 m.y.
Uncompensated deficit of 2.59344e-09 g at index (54,107,106) at time 12.500 m.y.
Uncompensated deficit of 3.30294e-09 g at index (103,95,35) at time 12.502 m.y.
Uncompensated deficit of 1.35669e-09 g at index (100,10,25) at time 12.504 m.y.
Uncompensated deficit of 1.03885e-08 g at index (25,113,110) at time 12.504 m.y.
Uncompensated deficit of 2.28119e-09 g at index (51,91,65) at time 12.506 m.y.
Uncompensated deficit of 7.68751e-09 g at index (105,93,36) at time 12.508 m.y.
Uncompensated deficit of 9.96165e-09 g at index (27,114,107) at time 12.508 m.y.
Uncompensated deficit of 3.34464e-09 g at index (44,130,73) at time 12.510 m.y.
Uncompensated deficit of 1.32947e-08 g at index (28,114,106) at time 12.516 m.y.
Uncompensated deficit of 1.06408e-09 g at index (42,126,74) at time 12.520 m.y.
Uncompensated deficit of 4.25145e-09 g at index (66,12,37) at time 12.528 m.y.
Uncompensated deficit of 6.9037e-09 g at index (109,119,133) at time 12.528 m.y.
Uncompensated deficit of 6.31283e-09 g at index (103,92,38) at time 12.530 m.y.
Uncompensated deficit of 1.6319e-08 g at index (102,71,24) at time 12.532 m.y.
Uncompensated deficit of 1.53477e-09 g at index (107,121,134) at time 12.532 m.y.
Uncompensated deficit of 2.42631e-09 g at index (93,19,21) at time 12.534 m.y.
Uncompensated deficit of 2.73528e-09 g at index (19,72,39) at time 12.534 m.y.
Uncompensated deficit of 6.07414e-09 g at index (11,29,60) at time 12.534 m.y.
Uncompensated deficit of 6.53737e-09 g at index (38,114,118) at time 12.534 m.y.
Uncompensated deficit of 5.82664e-09 g at index (66,17,36) at time 12.536 m.y.
Uncompensated deficit of 5.48657e-09 g at index (105,92,37) at time 12.536 m.y.
Uncompensated deficit of 1.89308e-08 g at index (25,112,113) at time 12.540 m.y.
Uncompensated deficit of 2.80951e-09 g at index (65,9,37) at time 12.542 m.y.
Uncompensated deficit of 4.52245e-09 g at index (72,46,51) at time 12.542 m.y.
Uncompensated deficit of 1.68026e-08 g at index (92,75,33) at time 12.544 m.y.
Uncompensated deficit of 4.08318e-10 g at index (73,46,52) at time 12.544 m.y.
Uncompensated deficit of 1.79595e-09 g at index (65,14,36) at time 12.552 m.y.
Uncompensated deficit of 1.14778e-08 g at index (108,119,132) at time 12.554 m.y.
Uncompensated deficit of 9.41643e-09 g at index (104,72,25) at time 12.556 m.y.
Uncompensated deficit of 7.67229e-10 g at index (103,96,34) at time 12.562 m.y.
Uncompensated deficit of 4.12612e-09 g at index (64,2,35) at time 12.562 m.y.
Uncompensated deficit of 2.34917e-08 g at index (92,73,28) at time 12.570 m.y.
Uncompensated deficit of 2.83551e-09 g at index (63,3,33) at time 12.570 m.y.
Uncompensated deficit of 8.31675e-09 g at index (63,2,34) at time 12.570 m.y.
Uncompensated deficit of 8.72404e-09 g at index (12,28,59) at time 12.570 m.y.
Uncompensated deficit of 4.66804e-10 g at index (65,2,37) at time 12.574 m.y.
Uncompensated deficit of 2.8349e-09 g at index (39,115,120) at time 12.574 m.y.
Uncompensated deficit of 4.28751e-09 g at index (12,27,60) at time 12.576 m.y.
Uncompensated deficit of 4.48309e-09 g at index (38,115,121) at time 12.576 m.y.
Uncompensated deficit of 1.3845e-08 g at index (109,118,132) at time 12.580 m.y.
Uncompensated deficit of 3.04626e-09 g at index (92,72,27) at time 12.586 m.y.
Uncompensated deficit of 8.16031e-09 g at index (86,13,46) at time 12.592 m.y.
Uncompensated deficit of 3.70928e-09 g at index (122,37,50) at time 12.592 m.y.
Uncompensated deficit of 9.44203e-09 g at index (40,115,118) at time 12.592 m.y.
Uncompensated deficit of 1.35957e-08 g at index (62,2,32) at time 12.600 m.y.
Uncompensated deficit of 1.24626e-08 g at index (105,74,28) at time 12.602 m.y.
Uncompensated deficit of 2.41412e-09 g at index (22,44,32) at time 12.602 m.y.
Uncompensated deficit of 3.00101e-09 g at index (108,118,131) at time 12.602 m.y.
Uncompensated deficit of 2.12835e-09 g at index (86,12,48) at time 12.604 m.y.
Uncompensated deficit of 5.95256e-09 g at index (37,115,123) at time 12.606 m.y.
Uncompensated deficit of 1.83912e-08 g at index (92,71,26) at time 12.608 m.y.
Uncompensated deficit of 2.71458e-09 g at index (123,38,51) at time 12.608 m.y.
Uncompensated deficit of 2.98577e-09 g at index (12,25,62) at time 12.608 m.y.
Uncompensated deficit of 9.19932e-09 g at index (11,26,63) at time 12.608 m.y.
Uncompensated deficit of 7.9552e-09 g at index (87,13,48) at time 12.610 m.y.
Uncompensated deficit of 8.02801e-09 g at index (60,92,66) at time 12.612 m.y.
Uncompensated deficit of 9.95415e-10 g at index (121,36,49) at time 12.616 m.y.
Uncompensated deficit of 8.13784e-09 g at index (40,116,122) at time 12.616 m.y.
Uncompensated deficit of 1.20225e-08 g at index (85,11,48) at time 12.618 m.y.
Uncompensated deficit of 2.19892e-10 g at index (87,12,50) at time 12.620 m.y.
Uncompensated deficit of 1.48559e-10 g at index (39,116,123) at time 12.622 m.y.
Uncompensated deficit of 1.37728e-08 g at index (87,14,46) at time 12.628 m.y.
Uncompensated deficit of 2.48505e-09 g at index (13,25,60) at time 12.628 m.y.
Uncompensated deficit of 5.6299e-09 g at index (131,44,4) at time 12.630 m.y.
Uncompensated deficit of 7.06342e-09 g at index (61,2,31) at time 12.630 m.y.
Uncompensated deficit of 7.31319e-10 g at index (41,116,120) at time 12.632 m.y.
Uncompensated deficit of 7.33888e-09 g at index (54,51,11) at time 12.634 m.y.
Uncompensated deficit of 8.12153e-10 g at index (114,80,96) at time 12.634 m.y.
Uncompensated deficit of 5.25376e-09 g at index (88,14,48) at time 12.636 m.y.
Uncompensated deficit of 6.45502e-09 g at index (116,81,96) at time 12.636 m.y.
Uncompensated deficit of 6.53002e-10 g at index (10,27,64) at time 12.638 m.y.
Uncompensated deficit of 4.22283e-10 g at index (115,79,95) at time 12.648 m.y.
Uncompensated deficit of 4.35418e-10 g at index (115,82,97) at time 12.648 m.y.
Uncompensated deficit of 4.15305e-09 g at index (117,80,95) at time 12.652 m.y.
Uncompensated deficit of 3.66416e-09 g at index (26,113,131) at time 12.660 m.y.
Uncompensated deficit of 7.9633e-09 g at index (80,100,31) at time 12.662 m.y.
Uncompensated deficit of 1.14742e-08 g at index (60,3,30) at time 12.664 m.y.
Uncompensated deficit of 6.94461e-09 g at index (124,39,52) at time 12.666 m.y.
Uncompensated deficit of 3.24004e-09 g at index (120,38,47) at time 12.670 m.y.
Uncompensated deficit of 4.05681e-09 g at index (59,92,65) at time 12.672 m.y.
Uncompensated deficit of 5.49231e-09 g at index (116,78,94) at time 12.684 m.y.
Uncompensated deficit of 2.27586e-09 g at index (118,81,95) at time 12.686 m.y.
Uncompensated deficit of 5.71815e-09 g at index (25,112,127) at time 12.686 m.y.
Uncompensated deficit of 3.17394e-09 g at index (117,79,94) at time 12.688 m.y.
Uncompensated deficit of 1.01534e-08 g at index (42,117,122) at time 12.690 m.y.
Uncompensated deficit of 6.32681e-09 g at index (113,78,95) at time 12.692 m.y.
Uncompensated deficit of 7.53041e-09 g at index (114,83,98) at time 12.698 m.y.
Uncompensated deficit of 4.54184e-10 g at index (59,2,29) at time 12.706 m.y.
Uncompensated deficit of 2.29979e-08 g at index (40,116,105) at time 12.710 m.y.
Uncompensated deficit of 1.10974e-08 g at index (26,112,126) at time 12.716 m.y.
Uncompensated deficit of 3.59099e-09 g at index (47,70,11) at time 12.718 m.y.
Uncompensated deficit of 2.15579e-09 g at index (47,71,7) at time 12.724 m.y.
Uncompensated deficit of 3.09709e-09 g at index (46,71,10) at time 12.726 m.y.
Uncompensated deficit of 4.79224e-09 g at index (70,64,54) at time 12.726 m.y.
Uncompensated deficit of 4.97112e-09 g at index (71,65,54) at time 12.728 m.y.
Uncompensated deficit of 1.73841e-09 g at index (71,62,55) at time 12.730 m.y.
Uncompensated deficit of 7.68937e-09 g at index (23,107,131) at time 12.730 m.y.
Uncompensated deficit of 5.60314e-09 g at index (56,53,18) at time 12.732 m.y.
Uncompensated deficit of 5.13492e-09 g at index (48,70,8) at time 12.734 m.y.
Uncompensated deficit of 1.52033e-09 g at index (55,53,17) at time 12.734 m.y.
Uncompensated deficit of 2.36171e-09 g at index (84,47,52) at time 12.734 m.y.
Uncompensated deficit of 6.90602e-09 g at index (56,52,19) at time 12.736 m.y.
Uncompensated deficit of 2.08476e-09 g at index (83,45,50) at time 12.736 m.y.
Uncompensated deficit of 8.42813e-11 g at index (121,32,51) at time 12.736 m.y.
Uncompensated deficit of 1.34198e-08 g at index (55,52,18) at time 12.738 m.y.
Uncompensated deficit of 5.87119e-09 g at index (83,47,53) at time 12.738 m.y.
Uncompensated deficit of 7.79619e-09 g at index (72,63,55) at time 12.738 m.y.
Uncompensated deficit of 1.31252e-08 g at index (85,47,51) at time 12.740 m.y.
Uncompensated deficit of 3.98544e-09 g at index (22,109,131) at time 12.740 m.y.
Uncompensated deficit of 1.05917e-09 g at index (45,72,10) at time 12.742 m.y.
Uncompensated deficit of 4.24272e-09 g at index (116,77,93) at time 12.742 m.y.
Uncompensated deficit of 1.5755e-09 g at index (119,37,46) at time 12.746 m.y.
Uncompensated deficit of 2.16254e-08 g at index (83,46,52) at time 12.746 m.y.
Uncompensated deficit of 3.89122e-09 g at index (46,72,5) at time 12.748 m.y.
Uncompensated deficit of 2.0693e-08 g at index (84,46,51) at time 12.748 m.y.
Uncompensated deficit of 1.04771e-08 g at index (82,46,53) at time 12.748 m.y.
Time = 12750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 1.04854e-08 g at index (82,47,54) at time 12.750 m.y.
Uncompensated deficit of 1.445e-09 g at index (72,61,56) at time 12.750 m.y.
Uncompensated deficit of 2.92246e-09 g at index (120,32,50) at time 12.752 m.y.
Uncompensated deficit of 2.16097e-08 g at index (81,46,54) at time 12.754 m.y.
Uncompensated deficit of 1.70839e-09 g at index (79,89,117) at time 12.754 m.y.
Uncompensated deficit of 1.93592e-09 g at index (25,111,125) at time 12.754 m.y.
Uncompensated deficit of 2.24958e-09 g at index (49,69,9) at time 12.756 m.y.
Uncompensated deficit of 5.15308e-09 g at index (80,90,116) at time 12.756 m.y.
Uncompensated deficit of 3.86337e-09 g at index (49,70,3) at time 12.758 m.y.
Uncompensated deficit of 1.26741e-08 g at index (57,54,17) at time 12.758 m.y.
Uncompensated deficit of 7.81643e-09 g at index (57,51,20) at time 12.760 m.y.
Uncompensated deficit of 9.85355e-10 g at index (81,89,116) at time 12.762 m.y.
Uncompensated deficit of 2.20713e-09 g at index (48,71,2) at time 12.764 m.y.
Uncompensated deficit of 1.83499e-09 g at index (82,91,114) at time 12.766 m.y.
Uncompensated deficit of 5.26523e-09 g at index (71,60,56) at time 12.768 m.y.
Uncompensated deficit of 1.38625e-09 g at index (50,69,7) at time 12.772 m.y.
Uncompensated deficit of 2.44314e-09 g at index (114,76,93) at time 12.774 m.y.
Uncompensated deficit of 7.06103e-09 g at index (82,90,115) at time 12.774 m.y.
Uncompensated deficit of 4.94576e-09 g at index (80,91,115) at time 12.774 m.y.
Uncompensated deficit of 7.07065e-09 g at index (81,88,117) at time 12.780 m.y.
Uncompensated deficit of 4.84392e-10 g at index (47,72,2) at time 12.782 m.y.
Uncompensated deficit of 7.57784e-10 g at index (44,73,7) at time 12.782 m.y.
Uncompensated deficit of 8.92963e-09 g at index (80,92,114) at time 12.782 m.y.
Uncompensated deficit of 1.24623e-08 g at index (56,94,64) at time 12.784 m.y.
Uncompensated deficit of 1.816e-08 g at index (79,47,56) at time 12.790 m.y.
Uncompensated deficit of 1.5694e-08 g at index (55,95,64) at time 12.790 m.y.
Uncompensated deficit of 4.91499e-09 g at index (78,90,117) at time 12.790 m.y.
Uncompensated deficit of 3.54003e-09 g at index (79,88,118) at time 12.792 m.y.
Uncompensated deficit of 1.77619e-08 g at index (45,116,113) at time 12.796 m.y.
Uncompensated deficit of 6.34376e-09 g at index (114,85,99) at time 12.798 m.y.
Uncompensated deficit of 6.52201e-09 g at index (78,91,116) at time 12.798 m.y.
Uncompensated deficit of 9.81697e-09 g at index (73,60,57) at time 12.802 m.y.
Uncompensated deficit of 8.28786e-10 g at index (55,96,65) at time 12.802 m.y.
Uncompensated deficit of 7.99357e-11 g at index (46,118,118) at time 12.806 m.y.
Uncompensated deficit of 1.11975e-09 g at index (46,117,114) at time 12.808 m.y.
Uncompensated deficit of 7.17345e-09 g at index (31,113,126) at time 12.808 m.y.
Uncompensated deficit of 4.8264e-09 g at index (116,76,92) at time 12.810 m.y.
Uncompensated deficit of 2.65695e-08 g at index (30,112,125) at time 12.810 m.y.
Uncompensated deficit of 1.36509e-08 g at index (51,68,8) at time 12.816 m.y.
Uncompensated deficit of 8.42015e-09 g at index (29,111,124) at time 12.822 m.y.
Uncompensated deficit of 5.55078e-09 g at index (79,87,119) at time 12.852 m.y.
Uncompensated deficit of 1.192e-08 g at index (71,74,57) at time 12.856 m.y.
Uncompensated deficit of 1.01189e-08 g at index (73,73,57) at time 12.866 m.y.
Uncompensated deficit of 8.06959e-09 g at index (77,65,129) at time 12.868 m.y.
Uncompensated deficit of 1.84141e-09 g at index (24,108,123) at time 12.884 m.y.
Uncompensated deficit of 1.70587e-08 g at index (76,61,58) at time 12.904 m.y.
Uncompensated deficit of 1.1875e-09 g at index (95,72,51) at time 12.906 m.y.
Uncompensated deficit of 3.76617e-09 g at index (77,62,58) at time 12.910 m.y.
Uncompensated deficit of 8.90941e-11 g at index (84,68,53) at time 12.924 m.y.
Uncompensated deficit of 1.41788e-08 g at index (83,69,53) at time 12.924 m.y.
Uncompensated deficit of 1.48298e-08 g at index (76,59,59) at time 12.928 m.y.
Uncompensated deficit of 6.97782e-09 g at index (81,68,54) at time 12.930 m.y.
Uncompensated deficit of 3.04474e-08 g at index (86,69,52) at time 12.938 m.y.
Uncompensated deficit of 4.57143e-09 g at index (69,28,103) at time 12.938 m.y.
Uncompensated deficit of 2.20439e-09 g at index (68,29,103) at time 12.938 m.y.
Uncompensated deficit of 5.45786e-09 g at index (88,70,51) at time 12.946 m.y.
Uncompensated deficit of 1.55469e-08 g at index (88,71,50) at time 12.950 m.y.
Uncompensated deficit of 3.04376e-09 g at index (94,73,50) at time 12.950 m.y.
Uncompensated deficit of 2.69576e-08 g at index (79,68,55) at time 12.954 m.y.
Uncompensated deficit of 9.35901e-09 g at index (90,72,50) at time 12.960 m.y.
Uncompensated deficit of 7.84103e-09 g at index (78,68,56) at time 12.960 m.y.
Uncompensated deficit of 5.39489e-09 g at index (67,92,114) at time 12.964 m.y.
Uncompensated deficit of 9.09803e-09 g at index (122,88,98) at time 12.968 m.y.
Uncompensated deficit of 6.50092e-09 g at index (129,53,6) at time 12.972 m.y.
Uncompensated deficit of 5.53739e-09 g at index (120,88,99) at time 12.972 m.y.
Uncompensated deficit of 6.78511e-09 g at index (130,54,7) at time 12.976 m.y.
Uncompensated deficit of 8.40711e-09 g at index (128,55,4) at time 12.980 m.y.
Uncompensated deficit of 4.39347e-09 g at index (128,51,6) at time 12.980 m.y.
Uncompensated deficit of 4.01978e-09 g at index (71,28,102) at time 12.980 m.y.
Uncompensated deficit of 5.80089e-09 g at index (66,91,114) at time 12.980 m.y.
Uncompensated deficit of 2.39312e-09 g at index (67,91,115) at time 12.982 m.y.
Uncompensated deficit of 6.83304e-09 g at index (128,52,5) at time 12.984 m.y.
Uncompensated deficit of 1.92618e-09 g at index (68,93,113) at time 12.984 m.y.
Uncompensated deficit of 1.42074e-08 g at index (129,51,7) at time 12.986 m.y.
Uncompensated deficit of 1.31035e-09 g at index (68,31,102) at time 12.990 m.y.
Uncompensated deficit of 1.67961e-08 g at index (93,74,49) at time 12.992 m.y.
Uncompensated deficit of 9.21497e-09 g at index (92,89,41) at time 12.996 m.y.
Uncompensated deficit of 5.6379e-10 g at index (117,39,42) at time 12.996 m.y.
Uncompensated deficit of 7.42926e-09 g at index (69,93,114) at time 12.996 m.y.
Uncompensated deficit of 3.01811e-09 g at index (131,55,8) at time 12.998 m.y.
Uncompensated deficit of 2.87999e-09 g at index (67,93,112) at time 12.998 m.y.
Time = 13000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 4.64836e-09 g at index (92,92,40) at time 13.000 m.y.
Uncompensated deficit of 2.11112e-09 g at index (118,42,42) at time 13.000 m.y.
Uncompensated deficit of 1.87468e-09 g at index (65,91,113) at time 13.000 m.y.
Uncompensated deficit of 8.42485e-10 g at index (65,90,115) at time 13.002 m.y.
Uncompensated deficit of 1.10333e-08 g at index (127,52,4) at time 13.004 m.y.
Uncompensated deficit of 3.55506e-09 g at index (45,87,38) at time 13.006 m.y.
Uncompensated deficit of 3.4302e-09 g at index (68,91,116) at time 13.008 m.y.
Uncompensated deficit of 1.07221e-08 g at index (91,91,40) at time 13.010 m.y.
Uncompensated deficit of 2.71225e-09 g at index (66,90,116) at time 13.010 m.y.
Uncompensated deficit of 6.21044e-09 g at index (127,54,3) at time 13.014 m.y.
Uncompensated deficit of 7.4328e-11 g at index (90,89,40) at time 13.020 m.y.
Uncompensated deficit of 1.64644e-08 g at index (89,88,40) at time 13.024 m.y.
Uncompensated deficit of 7.88734e-09 g at index (69,94,112) at time 13.026 m.y.
Uncompensated deficit of 2.93069e-09 g at index (91,86,41) at time 13.030 m.y.
Uncompensated deficit of 7.0241e-09 g at index (90,85,41) at time 13.032 m.y.
Uncompensated deficit of 1.47795e-09 g at index (70,94,113) at time 13.032 m.y.
Uncompensated deficit of 1.7428e-08 g at index (131,52,9) at time 13.034 m.y.
Uncompensated deficit of 4.7821e-09 g at index (63,87,116) at time 13.034 m.y.
Uncompensated deficit of 1.23538e-09 g at index (64,89,115) at time 13.036 m.y.
Uncompensated deficit of 2.33669e-09 g at index (65,89,116) at time 13.036 m.y.
Uncompensated deficit of 3.37451e-09 g at index (64,87,117) at time 13.038 m.y.
Uncompensated deficit of 4.95627e-09 g at index (68,94,111) at time 13.040 m.y.
Uncompensated deficit of 1.67168e-09 g at index (84,94,25) at time 13.042 m.y.
Uncompensated deficit of 4.47033e-10 g at index (114,107,33) at time 13.042 m.y.
Uncompensated deficit of 7.45373e-09 g at index (132,55,9) at time 13.044 m.y.
Uncompensated deficit of 4.67975e-09 g at index (115,108,34) at time 13.044 m.y.
Uncompensated deficit of 1.90026e-09 g at index (85,95,24) at time 13.046 m.y.
Uncompensated deficit of 1.18503e-08 g at index (89,91,39) at time 13.048 m.y.
Uncompensated deficit of 1.26026e-09 g at index (64,88,116) at time 13.050 m.y.
Uncompensated deficit of 2.76161e-09 g at index (115,106,33) at time 13.052 m.y.
Uncompensated deficit of 5.22192e-09 g at index (66,89,117) at time 13.054 m.y.
Uncompensated deficit of 9.62599e-09 g at index (63,88,115) at time 13.056 m.y.
Uncompensated deficit of 4.09506e-09 g at index (65,87,118) at time 13.058 m.y.
Uncompensated deficit of 6.38422e-09 g at index (113,108,33) at time 13.060 m.y.
Uncompensated deficit of 4.91366e-10 g at index (65,88,117) at time 13.060 m.y.
Uncompensated deficit of 1.59563e-08 g at index (44,85,30) at time 13.066 m.y.
Uncompensated deficit of 6.86873e-09 g at index (113,106,32) at time 13.068 m.y.
Uncompensated deficit of 1.38131e-08 g at index (83,93,26) at time 13.070 m.y.
Uncompensated deficit of 1.19929e-08 g at index (97,109,38) at time 13.072 m.y.
Uncompensated deficit of 1.08889e-08 g at index (83,94,24) at time 13.074 m.y.
Uncompensated deficit of 3.04419e-10 g at index (114,105,32) at time 13.074 m.y.
Uncompensated deficit of 1.18484e-08 g at index (63,90,112) at time 13.074 m.y.
Uncompensated deficit of 1.11569e-08 g at index (72,93,117) at time 13.080 m.y.
Uncompensated deficit of 3.08275e-08 g at index (43,85,28) at time 13.082 m.y.
Uncompensated deficit of 1.49405e-08 g at index (72,94,115) at time 13.084 m.y.
Uncompensated deficit of 3.02316e-09 g at index (112,107,32) at time 13.086 m.y.
Uncompensated deficit of 2.28218e-09 g at index (115,109,35) at time 13.086 m.y.
Uncompensated deficit of 1.88643e-09 g at index (100,112,39) at time 13.086 m.y.
Uncompensated deficit of 4.16677e-09 g at index (99,111,132) at time 13.086 m.y.
Uncompensated deficit of 5.78156e-09 g at index (116,108,35) at time 13.088 m.y.
Uncompensated deficit of 3.01208e-10 g at index (62,88,113) at time 13.088 m.y.
Uncompensated deficit of 9.97295e-10 g at index (67,89,118) at time 13.088 m.y.
Uncompensated deficit of 1.10609e-08 g at index (85,96,23) at time 13.090 m.y.
Uncompensated deficit of 2.39546e-09 g at index (83,25,85) at time 13.092 m.y.
Uncompensated deficit of 7.93025e-09 g at index (66,87,119) at time 13.094 m.y.
Uncompensated deficit of 6.8599e-09 g at index (97,25,61) at time 13.096 m.y.
Uncompensated deficit of 6.55642e-09 g at index (100,110,132) at time 13.096 m.y.
Uncompensated deficit of 2.60727e-08 g at index (42,85,26) at time 13.098 m.y.
Uncompensated deficit of 5.79455e-09 g at index (82,26,86) at time 13.098 m.y.
Uncompensated deficit of 1.93819e-08 g at index (101,113,40) at time 13.100 m.y.
Uncompensated deficit of 3.95122e-09 g at index (81,24,85) at time 13.100 m.y.
Uncompensated deficit of 1.67256e-08 g at index (72,92,118) at time 13.100 m.y.
Uncompensated deficit of 8.60269e-09 g at index (69,95,110) at time 13.102 m.y.
Uncompensated deficit of 1.47183e-08 g at index (72,95,113) at time 13.102 m.y.
Uncompensated deficit of 2.91251e-09 g at index (99,110,37) at time 13.104 m.y.
Uncompensated deficit of 4.81677e-10 g at index (81,25,86) at time 13.104 m.y.
Uncompensated deficit of 1.58029e-08 g at index (73,95,114) at time 13.104 m.y.
Uncompensated deficit of 9.59211e-09 g at index (101,112,38) at time 13.106 m.y.
Uncompensated deficit of 6.59465e-10 g at index (116,79,61) at time 13.108 m.y.
Uncompensated deficit of 3.43695e-09 g at index (114,110,35) at time 13.110 m.y.
Uncompensated deficit of 5.24791e-09 g at index (83,24,84) at time 13.110 m.y.
Uncompensated deficit of 1.66175e-10 g at index (117,107,35) at time 13.112 m.y.
Uncompensated deficit of 7.38853e-09 g at index (82,23,84) at time 13.112 m.y.
Uncompensated deficit of 2.00599e-09 g at index (117,80,61) at time 13.116 m.y.
Uncompensated deficit of 3.26213e-11 g at index (84,26,85) at time 13.116 m.y.
Uncompensated deficit of 2.92855e-09 g at index (102,113,39) at time 13.118 m.y.
